r,time,x,y
25.80296516418457,0002-02-02 00:00:07,812.7216796875,2111.43603515625
21.75409507751465,0002-02-02 00:00:07,2171.87255859375,1970.916748046875
27.219341278076172,0002-02-02 00:00:07,2372.91796875,1859.1256103515625
26.093610763549805,0002-02-02 00:00:07,2371.75732421875,2549.865966796875
20.250995635986328,0002-02-02 00:00:07,2084.2109375,2660.994873046875
47.16999053955078,0002-02-02 00:00:07,2213.878173828125,2551.09521484375
22.085201263427734,0002-02-02 00:00:07,1866.4830322265625,1959.058349609375
40.75300598144531,0002-02-02 00:00:07,2387.056640625,2585.736328125
23.950267791748047,0002-02-02 00:00:08,1590.0208740234375,1504.940673828125
24.268068313598633,0002-02-02 00:00:08,1696.0916748046875,1096.96923828125
26.08664321899414,0002-02-02 00:00:08,2305.89892578125,1970.38525390625
41.0147590637207,0002-02-02 00:00:08,2697.9541015625,1056.7169189453125
24.28273582458496,0002-02-02 00:00:08,810.8527221679688,2108.813232421875
21.918743133544922,0002-02-02 00:00:08,2182.644287109375,1981.6934814453125
24.70985221862793,0002-02-02 00:00:08,2372.8505859375,2549.587890625
21.602466583251953,0002-02-02 00:00:08,2085.293701171875,2660.830810546875
52.01809310913086,0002-02-02 00:00:08,2217.348876953125,2548.607177734375
40.065773010253906,0002-02-02 00:00:08,2388.586181640625,2586.23193359375
21.744892120361328,0002-02-02 00:00:08,1861.6971435546875,1959.99072265625
22.905517578125,0002-02-02 00:00:09,1586.22021484375,1506.8319091796875
25.081296920776367,0002-02-02 00:00:09,1710.157470703125,1088.29736328125
22.823823928833008,0002-02-02 00:00:09,811.6051635742188,2117.390380859375
41.72517395019531,0002-02-02 00:00:09,2697.230712890625,1056.091796875
26.83439826965332,0002-02-02 00:00:09,2266.564453125,2062.95849609375
26.898347854614258,0002-02-02 00:00:09,1606.3348388671875,1496.293212890625
22.021453857421875,0002-02-02 00:00:09,2197.879638671875,1995.7237548828125
25.451126098632812,0002-02-02 00:00:09,2372.65625,2548.941650390625
20.491390228271484,0002-02-02 00:00:09,2085.158203125,2660.246826171875
52.6438102722168,0002-02-02 00:00:09,2217.9375,2547.845703125
20.835739135742188,0002-02-02 00:00:09,1867.3206787109375,1958.2529296875
22.179960250854492,0002-02-02 00:00:10,1577.8193359375,1502.8660888671875
26.390296936035156,0002-02-02 00:00:10,2225.502685546875,2141.014892578125
26.181753158569336,0002-02-02 00:00:10,1715.2784423828125,1085.25048828125
38.03700256347656,0002-02-02 00:00:10,2696.83642578125,1057.166259765625
24.2132625579834,0002-02-02 00:00:10,826.53076171875,2143.49755859375
21.813613891601562,0002-02-02 00:00:10,2204.4384765625,2016.9176025390625
25.393346786499023,0002-02-02 00:00:10,2372.04443359375,2549.475830078125
22.23763656616211,0002-02-02 00:00:10,2084.76513671875,2661.187255859375
54.556541442871094,0002-02-02 00:00:10,2217.431396484375,2548.628662109375
22.06690216064453,0002-02-02 00:00:10,1870.636474609375,1956.0233154296875
38.40354537963867,0002-02-02 00:00:11,1572.35107421875,1484.7652587890625
22.196392059326172,0002-02-02 00:00:11,1727.2392578125,1071.1151123046875
26.260467529296875,0002-02-02 00:00:11,2191.363525390625,2246.006103515625
23.72830581665039,0002-02-02 00:00:11,829.7347412109375,2155.35595703125
33.2281379699707,0002-02-02 00:00:11,2695.065673828125,1058.3438720703125
21.707698822021484,0002-02-02 00:00:11,2216.623291015625,2030.5672607421875
25.658363342285156,0002-02-02 00:00:11,2373.11376953125,2550.20263671875
28.78577995300293,0002-02-02 00:00:11,2221.8701171875,2220.750244140625
20.587757110595703,0002-02-02 00:00:11,2085.3583984375,2661.416748046875
48.24496078491211,0002-02-02 00:00:11,2215.11572265625,2551.835693359375
38.69748306274414,0002-02-02 00:00:11,2388.733642578125,2586.7216796875
21.820606231689453,0002-02-02 00:00:11,1869.5921630859375,1955.7813720703125
33.92691421508789,0002-02-02 00:00:12,1575.28466796875,1478.9019775390625
25.815052032470703,0002-02-02 00:00:12,2153.661865234375,2352.828369140625
28.8178768157959,0002-02-02 00:00:12,1747.455810546875,1051.777099609375
38.4835205078125,0002-02-02 00:00:12,2698.6103515625,1055.05859375
23.652950286865234,0002-02-02 00:00:12,836.4995727539062,2161.160888671875
22.057044982910156,0002-02-02 00:00:12,2236.398193359375,2054.823974609375
24.02177619934082,0002-02-02 00:00:12,2373.299072265625,2548.66552734375
20.92030143737793,0002-02-02 00:00:12,2085.634033203125,2659.636962890625
28.0888614654541,0002-02-02 00:00:12,2185.088134765625,2324.98046875
20.637527465820312,0002-02-02 00:00:12,1871.4053955078125,1956.0380859375
35.85633850097656,0002-02-02 00:00:13,1581.5794677734375,1475.809326171875
28.264110565185547,0002-02-02 00:00:13,1750.3756103515625,1044.4031982421875
26.215837478637695,0002-02-02 00:00:13,2133.4150390625,2459.672119140625
32.286582946777344,0002-02-02 00:00:13,2694.94384765625,1058.187255859375
23.913326263427734,0002-02-02 00:00:13,836.9224243164062,2158.916259765625
21.599533081054688,0002-02-02 00:00:13,2246.302001953125,2067.544921875
25.438236236572266,0002-02-02 00:00:13,2373.74267578125,2548.325439453125
20.987293243408203,0002-02-02 00:00:13,2086.353759765625,2659.93896484375
50.44471740722656,0002-02-02 00:00:13,2217.95751953125,2548.070068359375
27.729124069213867,0002-02-02 00:00:13,2167.860107421875,2428.662841796875
22.696687698364258,0002-02-02 00:00:13,1871.10693359375,1955.9600830078125
